ID,Post,Label
231,ඇමති අලි සබ්රි ඉල්ලා අස්වෙයි – ජනාධිපති භාර නොගනී? බැදුම්කර නඩුව ඉදිරියට ගෙන යන්නට බැහැ – අලි සබ්රි ?,0
232,"ගම්මන්පිල සහ ශෂේන්ද්‍ර ඇමතිවරුන්, කාන්තාවන් තිදෙනෙකුද සමඟ ඉදිරිපස අසුන්ගෙන, මහ සඟරුවනට පිටුපස අසුන් පැනවූවාද?",0
233,කොරෝනා ආසාදනයට අත්හදා බලන දේශීය පැණිය සම්බන්ධයෙන් ජවිපෙ ප්‍රධාන ක්‍රියාකාරීන්ගේ මත ලෙස ඉදිරිපත් වූ ව්‍යාජ සටහන්!,1
234,තමාට සහය දුන් පිරිසට PFIZER එන්නත ලබාදීමට ජනපති තීරණය කල බව හැඟවෙන පරිදි පළවූ සාවද්‍ය සටහනක්!,0
235,කොළඹ අඩු ආදායම්ලාභීන් සඳහා පන්නරය සන්නාමය භාවිතා කරමින් පාඨලී චම්පික රණවක මහතා වියළි ආහාර මලු මෑතකදී බෙදා දුන්නා ද?,0
236,ශ්‍රී ලංකා ක්‍රිකට් කණ්ඩායමට ක්‍රීඩකයින් තෝරා ගැනීමේදී සුළු ජාතික ක්‍රීඩකයින් 3 දෙනෙකු ඇතුලත් කිරීමට යෝජනාවක්?,0
237,කොවිඩ් සම්බන්ධයෙන් සොයාගෙන ඇති සිංහල බෙහෙත පිලිබඳව සජිත් ප්‍රේමදාස මහතා ලංකාදීප පුවත්පතට ප්‍රකාශයක් සිදුකලා ද?,0
238,දුම්රිය මැදිරි දේශීයව නිශ්පාදන කටයුතු ආරම්භ කිරීම සම්බන්ධයෙන් නොමඟ යවන සුළු සටහනක්!,1
239,දුරකථන ගෙන්වා මුල්‍ය වංචාවක් කිරීම සම්බන්ධයෙන් හරීන් ප්‍රනාන්දු මහතාව අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට කැඳවූවාද?,0
240,උඩුගම්පොළ පලාත් මාර්ග සංවර්ධන අදිකාරි කාර්යාලයේදී කාන්තාවකට පහරදීම සිදුකර තිබුනේ ප්‍රසන්න රණතුංග ඇමතිගේ දේශපාලන මැරයෙක් ද?,0
241,මන්ත්‍රී වැටුප් වැඩි කරන්න යැයි විපක්ෂයේ සංවිධායක ලක්ෂ්මන් කිරිඇල්ලගෙන් ඉල්ලීමක්?,0
242,ලේ පැල්ලම් සහිත ස්ටිකර ඇලවු කමිස පැළඳ විපක්ෂ මන්ත්‍රීන් පිරිසක් විරෝධය පෑවේ පාතාල නායකයෙකුගේ මරණයට ද?,0
243,රනිල් වික්‍රමසිංහ මහතා ආණ්ඩු බළය ගන්න පිරිත් පැන් වත් කල අවස්ථාවක් ද?,0
244,ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා විසින් පරිහරණය කරන බෙන්ස් රථයක් පිළිබඳව ඉදිරිපත්ව සටහන් පිලිබඳ කරුණු අනාවරණයක්!,1
245,රිෂාඩ් බදුර්දීන් සඟවා ගෙන සිටියේ දෙහිවල ගල්කිස්ස නගර සභාවේ ජනතා විමුක්ති පෙරමුණේ නාගරික මන්ත්‍රීවරයකු ද?,0
246,කමල් ගුණරත්න මහතා රිෂාඩ් බදියුදීන්ගේ ගුණ ගැයූ බවට පළවූ නොමඟ යවන සුළු සටහන්,1
247,ගුවන් තොටුපල විවෘත කිරීම සම්බන්ධයෙන් සංචාරක අමාත්‍ය ප්‍රසන්න රණතුංග අළලා පළවූ අසත්‍ය සටහන් පෙළක්!,1
248,අගමැති විසින් චීන කොමියුනිස්ට් නියෝජිතට ලංකාව හැඩයේ සමරු පින්තූරයක් ලබාදුන්නා ද?,0
249,මුලතිව් ගුරුකන්ද විහාරාධිපති හිමිගේ අවමංගල්‍යයට බාධා කළේ මෑතකදී පත්වූ රාජ්‍ය අමාත්‍ය වියාලේන්ද්‍රන්ද?,0
250,තමාට ඡන්දය දුන් අයට බඩු මිල ප්‍රශ්නයක් නොවේය යනුවෙන් ජනපති ප්‍රකාශයක් සිදුකර නැත!,1
251,මාධ්‍යවේදී ෂැකී ජබාර්ගේ මරණය ඇතුළු කරුණු පිළිබඳව ජනතා විමුක්ති පෙරමුණ අලලා පළවූ සාවද්‍ය සටහන්!,1
252,මොහොමඩ් නවාස් මහතාට අභියාචනාධිකරනයේ සභාපති ධූරය මෑතකදී ලබා දුන් බවට හැඟවෙන ව්‍යාජ පුවතක්!,1
253,ජනපති වෙත පරිසරවේදීන්ට විරුද්ධව හඬක් නැගුවේ ලංකාගම වැසියෙකු නොවන බවට පළවූ අසත්‍ය සටහන් පෙළක්!,1
254,කිස්ට්සෝස් වෙළඳ දැන්වීමේ සිටින්නේ පාඨලී චම්පික බවට උපහාසාත්මක කෝණයකින් පළවූ සාවද්‍ය ප්‍රකාශයක්!,1
255,අපේ ජන බල පක්ශයේ ජාතික ලයිස්තු ධුරය වෙනුවෙන් ඇතිවූ ගැ‍ටුමක් යනුවෙන් හුවමාරු වූ වීඩියෝවක්!,0
256,ටෙහානි ඉමාරා වියත්මග සාමාජිකාවක් බවට උපහාසාත්මක සටහනක්!,0
257,වත්මන් නීතිපති දෙපාර්තමේන්තුව විසින් MCC ගිවිසුම නිසා ශ්‍රී ලංකාවේ කිසිඳු නීතියක් උල්ලංඝණය නොවන බවට සහතිකයක් ලබා දුන්නාද?,0
258,ලොව මෝඩම ඡන්ද දායකයින් සිටින්නේ ලංකාවේද ?,0
259,අගෝස්තු 5 වැනිදා රාත්‍රියේ සිට වරාය පාලනය හමුදාව යටතට ගැනීම පිලිබඳ ජනපති තුමා නියෝග කල බවට සාවද්‍ය පුවතක්!,1
260,පියල් නිශාන්තගේ හොර කසිප්පු ස්කාගාරයක් වැටලුවාද?,0
261,සාගම චෛත්‍යය ඩෝසර් කිරීමේ සිද්ධිය සජිත් ප්‍රේමදාස සංස්කෘතික ඇමැති සමයේ සිදුවූ බවට සාවද්‍ය ප්‍රකාශ පෙළක්!,1
262,අගමැති මහින්ද රාජපක්ෂ මහතා හැරමිටි වාරුවෙන් ඇවිදින බව පෙන්වීමට යොදාගත් සාවද්‍ය ඡායාරුප සටහනක්,1
263,ජනපති ජුලි මස 05 වැනිදා රුවන්වැලිසෑය වැඳ පුදා ගැනීමට පැමිණෙන බැවින් මළුවේ සිල් සමාදන් වී සිටි අය රාත්‍රීයෙදී ඉවත් කෙරුණු බවට සාවද්‍ය පුවතක්!,1
264,2019 වසරේ කර්මාන්තශාලාවක සේවකයන් පිරිසක් සිදු කල නර්තනයක් UNP පක්ෂයේ නර්තනයක් ලෙස පෙන්වා දීමක්!,1
265,තමිල්නාඩු කොරෝනා රෝගීන් මෙරටට ගෙන්වා ප‍්‍රතිකාර කල යුතු බව සම්පන්තන් මහතා ප්‍රකාශ කර නොමැත!,1
266,විජිත හේරත් මහතා 2016 දී නාරාහේන්පිටින් ඉඩමක් ගත් බවට පළවූ සටහනක්,0
267,2017 රැලියකදී එල්ල වූ ප්‍රහාරයක් ජුනි 9 රැළියේ දුමින්ද නාගමුව මහතාට එල්ලකළ ප්‍රහාරයක් ලෙස පෙන්වීමක්!,0
268,ගල්කිස්ස වෙරළ ප්‍රතිපෝෂණ ව්‍යාපෘතිය හිටපු ඇමති පාඨලී යටතේ සිදුවූ බවට පළවූ සාවද්‍ය සටහන් පෙළක්!,1
269,වාලච්චේන කඩදාසි කම්හල නැවත විවෘත කිරීම සම්බන්ධව වසන්ත සමරසිංහ මහතා කලා යැයි පැවසෙන සාවද්‍ය පුවතක්!,1
270,රජයේ සේවයේ මැයි මස වැටුප පරිත්‍යාග කිරීම සදහා භාවිතාකල යුතු ආකෘති පත්‍රයක් ?,0
271,ලක්ෂ්මන් කිරිඇල්ල මහතාගේ පුතා ගුවන්තොටුපොළේදී කලහකාරී ලෙස හැසිරුනේ නැත!,1
272,ගම්පහ දිසා වන නිලධාරි දේවානි ජයතිලක මහත්මියට ස්ථානමාරුවක් ලැබුණේ ද?,0
273,ගලගොඩඅත්තේ ඥානසාර හිමි විසින් පවසන ලදැයි 2018 වසරේ සිට හුවමාරුවන පුවත්පත් ලිපිය ව්‍යාජ සංස්කරණයකි,1
274,"හිටපු ජනාධිපති මෛත්‍රිපාල සිරිසේන මැතිතුමා නිදහස් උත්සවයට නොපැමිණියේ ජනාධිපති, අගමැති ආරක්ෂක අංශ තමා අපහසුතාවයට පත් කරයි යැයි සිතාද?",0
275,වයඹ ඩිස්ටිලරීස් සමාගමට නැවත නිෂ්පාදනය ආරම්භ කිරීමට අවසර ලැබුණේද?,0
276,වුහාන්හි හුදකලා වූ සිසුන් වෙනුවට ෂිෂුවාන්හි සිසුන් ගෙන්වා ගන්නේ විමල් වීරවංශගේ පුතා එහි අධ්‍යාපනය ලබන නිසාද?,0
277,මෙල්බර්න් නගරයේ පික්පොකට් ගැසූ ජවිපෙ මන්ත්රී පුතු කොටුවේ?,0
278,රජිනිකාන්ත්ට ශ්‍රී ලංකාවට පැමිණීම සඳහා වීසා නිකුත් නොකිරීමට රජය තීරණය කර ඇත්ද?,0
279,ජනපති මාධ්‍ය අංශයේ තිබූ ජංගම පටිගත කිරීමේ බස් රථය සහ තාක්ෂණ උපකරණ අතුරුදන්වුවාද?,0
280,වෛද්‍ය සාෆි නැවත සේවයේ පිහිටවිමට රාජ්‍ය සේවා කොමිෂන් සභාව තීරණය කළාද?,0
281,විජිත හේරත් ඉන්දියාවේ තිරුපති කෝවිල වැඳ පුදාගත් අවස්ථාවක්?,0
282,ජනාධිපතිවරයා රජයේ කාර්යාලයට ගොස් නිදා සිටින පුද්ගලයකු පසුබිම් කරගනිමින් සෙල්ෆි ඡායාරූපයක් ලබාගත්තේද ?,0
283,රාජ්‍ය සේවකයින්ගේ අතිකාල දීමනා නතර කිරීමට චක්‍රලේඛනයක් නිකුත් කළාද?,0
284,දෙසැම්බර් 16 උදැසන ඇමරිකාව සහ ශ්‍රී ලංකාව අතර MCC ගිවිසුම අත්සන් කරනු ලබනවාද?,0
285,වෛද්‍ය පාදෙනිය මහතා සෞඛ්‍ය අමාත්‍යාංශයේ ලේකම් ධුරයට?,0
286,බණ්ඩාර කොස්වත්ත ප්‍රදේශයේ කඩයකට ගෝටා පාර්ශවයේ මැරයින්ගෙන් ප්‍රහාර ?,0
287,මරණ දඬුවමට යටත්ව සිරගතව සිටින සුනිල් රත්නායක රණවිරුවාට නිදහස ලැබුණා ද ?,0
288,2015 දිවුරුම් දීමේ උත්සවයේදී රනිල් වික්‍රමසිංහ මහතා මහින්ද රාජපක්ෂ මහතා වෙත අතට අත දීම ප්‍රතික්ෂේප කළේද?,0
289,ජාතික ගීය මින් පසු සිංහලෙන් පමණයි ?,0
290,සජිත්ගේ ප්‍රචාරණ කටයුතු කළ ඉන්දියන් ආයතනය ලංකාවෙන් ඉවත් වෙයි?,0
291,හිටපු ක්‍රිකට් ක්‍රීඩක රංගන හේරත් සහ දිල්ෂාන්ගේ සහය සජිත් ප්‍රේමදාසට ?,0
292,මහේෂ් UNP බළල් අතක්. මෙතෙක් නිහඬව සිටි පල්ලෙවත්ත Fb පිටුව තහවුරු කරයි?,1
293,ඇල්පිටිය ඡන්ද විමසීමේදී බටුවන්හේන ඡන්ද කොට්ඨාශයේ ජනතා විමුක්ති පෙරමුණ එකම ඡන්දයක් වත් ලබා ගත්තේ නැද්ද ?,0
294,නාමල් ළඟ අවුරුදු ගානක් හිටපු ආරක්ෂකයා දැන් ඉන්නේ කාදිනල් ළඟ?,0
295,ලංකාවේ ජනාධිපති වීමට සිංහල බෞද්ධ වීම අනිවාර්යද?,0
296,ඇතින්නියන් හත්දෙනාගේ මරණය සිදුවූයේ ජනාධිපති අපේක්ෂකත්වය ලැබීම සඳහා වූ භාරයක් ඔප්පු කිරීමටයි,1
297,“ගෝටාබය බෝම්බය අතේ තබාගෙන පින් එක විසිකලා. පුපුරායාවි යැයි බියට කලිසමේ චූගියා” -මේජර් ජෙනරාල් කමල් ගුණරත්න,0
298,"හමුදා සාමාජිකයින්ට විශ්‍රාම වැටුපක් ලබා දෙන්නේ නම්, හිටපු කොටි සාමාජිකයින්ටද විශ්‍රාම වැටුපක් ලබා දිය යුතුය -මුදල් ඇමති",0
299,කුමාර් සංගක්කාර එක්සත් ජාතික පක්‍ෂයෙන් දේශපාලනයට පිවිසීමේ සූදානමක් නැත,1
300,ශ්‍රී ලංකා පොදුජන පෙරමුණේ තරුණ සමුළුව ආවරණය කිරීමට ගිය මාධ්‍යවේදියෙකුට පහර දුන්නා යැයි කියා සමාජ ජාලා හරහා පළවන ඡායාරූපය සැබවින්ම තරුණ සමුළුවේ දී සිදුවූවක් ද?,0
301,ජාතික ජන බලවේගයේ නායක අනුර කුමාර ඉන්දියාවේ දී ක්‍රිස්තියානි දේවස්ථානයකට ගියා ද ?,0
302,ශ්‍රී ලංකා පොදු ජන පෙරමුණේ මීළඟ ජනාධිපති අපේක්ෂකයා ව්‍යාපාරික ධම්මික පෙරේරාද?,0
303,“ලංකාවේ ක්‍රිකට් තහනම් කරපු එක සාධාරණයි” ජනාධිපතිවරයා ප්‍රකාශයක් කර නොමැත.,1
304,"ජාතික ජන බලවේගය ආණ්ඩුවක් යටතේ, ව්‍යාපාර සහ කර්මාන්ත ජනසතු කරන බවට ලාල්කාන්ත ප්‍රකාශ කළා ද?",0
305,"සැකකරුවෙකු පැහැරගෙන පළාගිය පුද්ගලයා, ඇමති හරීන් ප්‍රානාන්දුගේ පෞද්ගලික ලේකම් ද?",0
306,"ගාල්ල කර්මාන්ත හා වානිජ මණ්ඩල නිල වරණයෙන්, මාලිමා කණ්ඩායමක් ජය ලැබූ බවට පළවන වාර්තා අසත්‍යයි! ",1
307,දුම්රිය / බස් සීසන් අවලංගු කළ යුතු බවට දුමින්ද නාගමුවගේ ප්‍රකාශයක්?,0
308,අමෙරිකාවේ ජාතික ජන බලවේගයේ ජනහමුව සම්බන්ධ ප්‍රචාරණය සිදුවූ අයුරු?,0
309,ලක් දෙරණ බේරාගත හැකි එකම නායකයා මන්ත්‍රී පාඨලී චම්පික බවට මිහින්තලේ නාහිමියන් ප්‍රකාශ කළා ද?,0
310,මෙල්බර්න් ට්‍රෑම් රථයක අනුර කුමාර දිසානායකගේ දැන්වීමක් ප්‍රදර්ශනය කළාද?,0
311,මනුෂගේ හිටපු බිරිය රොෂානා ඔන්ඩච්චි පලකරන ලද සටහනක් ලෙසින් පළවන ව්‍යාජ සමාජ ජාලා සටහන් !,1
312,විපක්ෂ නායක විසින් ආරම්භ කළ “සදා අරගල වාදිනී දමිතා ගම්මානය”?,0
313,GoHomeGota2022 පළමු ෆේස්බුක් පිටුව “ජාතික ජන බලවේගය දිනවමු” ලෙස වෙනස් වුණා ද?,0
314,"ජනතා විමුක්ති පෙරමුණේ අරමුදල් යොදවා, දිවයින පුරා පිහිටි පාසල් වෙත “දාම් ලෑලි” බෙදීමේ වැඩසටහනක් ?",0
315,නිර්මාණි ලියනගේ මරණයට හේතු පිළිබඳව නලින්ද ජයතිස්සගෙන් ප්‍රකාශයක්?,0
316,"Waters Edge හෝටලයේදී ප්‍රසන්න රණතුංගට විරෝධය පෑ කාන්තාවකට, ඇමැති ආරක්ෂකයින්ගේ ප්‍රහාරයක් ?",0
317,අරගලයේ සහායට  Mia Khalifa ත් ගාලුමුවදොර පිටියට ?,0
318,නාමල්ගේ අමාත්‍යාංශයේ පිරිසක් අයථා ක්‍රියා පිළිබඳව නාමල් ට බැනවැදුණු අවස්ථාවක්?,0
319,රනිල් වික්‍රමසිංහ මහතා ලෝකයේ දූෂිතම අගමැතිවරුන් අතර 05 වන ස්ථානයේ?,0
320,ඩොලර් අර්බුදයට විසදුම Spider Man වැනි ජනප්‍රිය චිත්‍රපට නිපදවා විදෙස් විනිමය උපදවා ගැනීමයි- අනුර කුමාර ??,0
321,ජවිපෙ නායක අනුර කුමාර සහ ගම්පහ දිසා වන නිලධාරිනී දේවානි ජයතිලක සුහද කතාබහක ??,0
322,බනිස් මිල ඉහළ දැමීම ගැන ජනපති මාධ්‍ය ඒකකයේ නිවේදනයක්?,0
323,කබ්රාල් වෙනුවට යෝෂිත පාර්ලිමේන්තුවට?,0
324,හිටපු ජනාධිපති රණසිංහ ප්‍රේමදාස මහතා සහ මරාගෙන මැරෙන බෝම්බකරු “බාබු”ගේ ඡායාරුපයක් ද?,0
325,සොබෙරානා 2 එන්නත පිළිබඳව වෛද්‍ය නලින්ද ජයතිස්ස මහතාගේ ප්‍රකාශ පෙළක්?,0
326,අමාත්‍ය උදය ගම්මන්පිල මහතා පැන් කලය මුදා හළ අවස්ථාවේ පාර වසා තිබුණාද?,0
327,ජනපති විසින් ආරක්ෂක රථ 18ක් යොදාගන්නා බවට සාවද්‍ය ප්‍රකාශයක්!,1
328,කුසල් මෙන්ඩිස් වෙනුවෙන් සමඟි ජන බලවේගයේ උද්ඝෝෂණයක් සුදානම් යනුවෙන් උපහාසාත්මක කෝණයකින් පලවූ සාවද්‍ය පුවතක්!,1
329,“කරුගේ කතාවට සුමන්තිරන් කිපෙයි” යන සිරස්තලය යටතේ මුලාශ්‍ර රහිතව පළවූ සාවද්‍ය පුවතක්,1
330,හමුදාපතිගේ සේවා දිගුව සම්බන්ධයෙන් බිමල් රත්නායක මහතා ප්‍රකාශයක් සිදුකර නැත!,1
331,විශ්‍රාම වැටුප ලබා ගන්න පාර්ලිමේන්තුව නැවත කැඳවන්න – නලින්ද ජයතිස්ස,0
332,රනිල් වික්‍රමසිංහ ඇමරිකානු හා ඉන්දියානු ගැත්තෙක් නොවේ – අනුර කුමාර දිසානායක,0
333,ශ්‍රී ලංකාව දෙකඩ කර ඊලම හදන බව එංගලන්තය කියයි?,0
334,නව රජයේ අමාත්‍යංශ ලේකම්වරු ලෙස ත්‍රිවිධ හමුදා නිලධාරීන් පිරිසක් පත් කරයි ?,0
335,ගාල්ල තල්පිටිය මුස්ලිම් පල්ලියට ප්‍රහාරයක් !,0
336,ගෝඨාභය රාජපක්ෂ මහතා දිල්කා සමන්මලී මාධ්‍යවේදිනිය ඇසු ප්‍රශ්න ඉදිරියේ දී ගොත ගැසුවේ නැත,1
337,ගෝඨාභය රාජපක්ෂට අවුරුදු විස්සක් රට පාලනය කිරීමේ වරමක් ලැබී ඇති බවට අනාවැකියක් පළවුයේ නැත,1
